row	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128
74	0.655	0.669	0.253	None	None	0.455	None	None	0.198	None	None	None	0.171	None	0.123	None	None	None	None	0.439	None	0.655	0.676	None	None	None	None	0.215	None	0.655	0.375	None	None	None	None	None	0.229	None	None	0.447	None	None	None	0.23	0.122	None	None	None	None	None	None	None	None	0.143	0.375	0.431	0.676	None	None	None	None	0.233	0.676	0.669	None	None	0.247	0.155	None	None	None	0.655	None	None	0.285	0.567	None	None	None	None	0.655	None	None	None	None	0.254	None	None	None	0.192	0.619	0.633	None	None	0.235	0.145	None	None	0.144	0.374	0.669	None	None	0.436	None	0.467	None	0.655	None	None	None	None	0.132	None	0.458	None	0.225	0.151	0.221	None	None	0.643	None	0.669	None	0.655	0.23	None
75	None	None	None	None	None	None	None	None	None	None	None	None	0.264	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.173	None	None	0.1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.173	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
76	0.031	0.995	0.036	None	None	0.031	0.882	None	0.043	None	None	0.035	0.027	None	0.032	None	None	None	None	0.031	None	0.031	0.031	None	None	None	None	0.045	None	0.031	0.031	None	None	None	None	None	0.027	None	0.041	0.031	None	None	0.899	0.035	0.028	None	None	0.028	None	None	None	None	None	0.031	0.031	0.044	0.031	0.031	None	None	None	0.032	0.031	0.995	None	0.032	0.03	0.028	None	None	None	0.031	None	None	0.027	0.031	None	None	None	None	0.031	None	None	None	None	0.031	None	None	None	0.029	0.068	0.031	0.036	None	0.033	0.058	None	None	0.019	0.223	0.99	None	0.876	0.668	None	0.03	None	0.031	0.032	None	0.135	None	0.031	None	0.031	None	0.042	0.03	0.027	None	None	0.708	None	0.995	None	0.031	0.035	None
77	0.582	0.673	0.6	None	None	0.6	None	None	0.545	None	None	None	0.509	None	0.418	None	None	None	None	0.582	None	0.582	0.582	None	None	None	None	0.509	None	0.582	0.582	None	None	None	None	None	0.4	None	None	0.564	None	None	None	0.545	0.564	None	None	None	None	None	None	None	None	0.6	0.582	0.582	0.582	None	None	None	None	0.564	0.582	0.745	None	None	0.455	0.418	None	None	None	0.582	None	None	0.582	0.582	None	None	None	None	0.582	None	None	None	None	0.582	None	None	None	0.582	0.491	0.582	None	None	0.473	None	None	None	0.491	0.473	0.745	None	None	0.418	None	0.509	None	0.582	None	None	None	None	0.436	None	0.582	None	0.564	0.4	0.509	None	None	0.491	None	0.455	None	0.582	0.545	None
78	None	None	0.425	None	None	None	None	None	0.522	None	None	None	0.5	None	0.446	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.46	0.487	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.505	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.478	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.551	0.522	None	None	None	None	None	None	None	0.46	None
79	0.5	0.5	0.6	None	None	0.6	None	None	0.8	None	None	None	0.5	None	0.5	None	None	None	None	0.6	None	0.5	0.8	None	None	None	None	0.8	None	0.5	0.8	None	None	None	None	None	0.6	None	None	0.3	None	None	None	0.5	0.5	None	None	None	None	None	None	None	None	0.7	0.8	0.8	0.8	None	None	None	None	0.4	0.8	0.5	None	None	0.4	0.4	None	None	None	0.5	None	None	0.6	0.8	None	None	None	None	0.5	None	None	None	None	0.8	None	None	None	0.8	0.6	0.5	None	None	0.8	None	None	None	0.4	0.5	0.7	None	None	0.2	None	0.6	None	0.5	None	None	None	None	0.7	None	0.6	None	0.3	0.6	0.6	None	None	0.7	None	0.5	None	0.5	0.5	None
80	None	None	0.5	None	None	0.5	None	None	0.5	None	None	None	0.5	None	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	0.5	None	None	0.5	None	None	None	None	None	None	0.5	None	None	None	None	None	None	0.5	None	None	None	None	None	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	0.5	1.0	None	None	0.5	None	None	None	None	0.5	None
81	0.265	0.265	0.139	None	None	0.242	None	None	0.137	None	None	None	0.081	None	None	None	None	None	None	0.232	None	0.265	0.265	None	None	None	None	0.069	None	None	0.254	None	None	None	None	None	None	None	None	0.232	None	None	None	0.186	0.223	None	None	None	None	None	None	None	None	0.235	0.254	0.232	0.265	None	None	None	None	0.168	0.265	0.265	None	None	0.326	0.072	None	None	None	0.265	None	None	0.106	0.265	None	None	None	None	0.265	None	None	None	None	0.079	None	None	None	0.124	0.265	0.265	0.242	None	0.067	0.256	None	None	0.046	0.499	0.265	None	None	0.792	None	0.216	None	0.265	None	None	None	None	None	None	0.244	None	0.241	0.171	0.072	None	None	0.919	None	0.265	None	0.265	0.186	None
82	0.8	0.75	0.733	None	None	0.783	None	None	0.817	None	None	None	0.717	None	0.7	None	None	None	None	0.8	None	0.8	0.817	None	None	None	None	0.817	None	0.8	0.7	None	None	None	None	None	0.717	None	None	0.767	None	None	None	0.7	0.783	None	None	None	None	None	None	None	0.8	0.767	0.7	0.817	0.817	None	None	None	None	0.667	0.817	0.75	None	None	0.8	0.683	None	None	None	0.8	None	None	0.817	0.817	None	None	None	None	0.8	None	None	None	None	0.817	None	None	None	0.817	0.8	0.8	None	None	0.717	None	None	None	0.617	0.85	0.733	None	None	0.683	None	0.733	None	0.8	None	None	None	None	0.717	None	0.783	None	0.733	0.75	0.717	None	None	0.717	None	0.75	None	0.8	0.7	None
83	0.802	0.77	0.148	None	None	0.52	None	None	0.185	None	None	None	0.153	None	0.163	None	None	None	None	0.583	None	0.802	0.77	None	None	None	None	0.157	None	0.802	0.389	None	None	None	None	None	0.147	None	None	0.279	None	None	None	0.11	0.15	None	None	None	None	None	None	None	0.583	0.215	0.389	0.583	0.77	None	None	None	None	0.102	0.77	0.77	None	None	0.6	0.121	None	None	None	0.802	None	None	0.21	0.77	None	None	None	None	0.802	None	None	None	None	0.168	None	None	None	0.182	0.77	0.806	0.702	None	0.149	0.294	None	None	0.097	0.607	0.77	None	None	0.296	None	0.412	None	0.802	None	None	None	None	0.154	None	0.522	None	0.106	0.126	0.144	None	None	0.765	None	0.77	None	0.802	0.11	None
84	0.57	0.43	0.232	None	None	0.575	None	None	0.121	None	0.14	None	0.15	None	0.159	0.159	None	None	None	0.145	None	0.57	0.43	None	0.174	None	None	0.15	None	0.57	0.314	None	None	None	None	None	0.159	None	None	0.145	None	None	None	0.217	0.155	None	None	None	None	None	None	None	None	0.14	0.314	0.145	0.43	None	None	None	None	0.193	0.43	0.43	None	None	0.285	0.193	0.353	None	None	0.57	0.164	None	0.179	0.217	None	None	None	None	0.57	None	None	None	None	0.13	None	None	None	0.43	0.3	0.57	None	None	0.155	None	None	None	0.164	0.469	0.43	None	None	0.193	0.333	0.145	None	0.57	None	None	None	None	0.213	None	0.57	None	0.329	0.184	0.145	None	None	0.304	None	0.43	None	0.57	0.217	None
85	1.0	None	0.5	None	None	0.5	None	None	0.5	None	0.5	None	0.5	None	0.5	0.5	None	None	None	0.5	None	1.0	1.0	None	0.5	None	None	1.0	None	1.0	0.5	None	None	None	None	None	1.0	None	None	0.5	None	None	None	0.5	0.5	None	None	None	None	None	None	None	0.5	0.5	0.5	1.0	1.0	None	None	None	None	0.5	1.0	0.5	None	None	0.5	0.5	1.0	None	None	1.0	1.0	None	1.0	0.5	None	None	None	None	1.0	None	None	None	None	1.0	None	None	None	1.0	0.5	1.0	None	None	1.0	None	None	None	1.0	1.0	0.5	None	None	0.5	0.5	1.0	None	1.0	None	None	None	None	1.0	None	0.5	None	0.5	0.5	1.0	None	None	0.5	None	0.5	None	1.0	0.5	None
86	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.512	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.396	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.426	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.394	None	None	None	None	None	0.272
87	0.099	0.099	0.04	None	None	0.074	None	None	0.058	None	None	None	0.024	None	0.035	None	None	None	None	0.064	None	0.099	0.099	None	None	None	None	0.032	None	0.099	0.055	None	None	None	None	None	0.027	None	None	0.064	None	None	None	0.04	0.069	None	None	None	None	None	None	None	None	0.04	0.055	0.064	0.099	None	None	None	None	0.03	0.099	0.099	None	None	0.067	0.028	None	None	None	0.099	None	None	0.039	0.099	None	None	None	None	0.099	None	None	None	None	0.029	None	None	None	0.046	0.099	0.099	0.048	None	0.03	0.648	None	None	0.023	0.255	0.097	None	None	0.13	None	0.06	None	0.099	None	None	None	None	0.057	None	0.077	None	0.042	0.043	0.03	None	None	0.983	None	0.099	None	0.099	0.04	None
88	0.65	0.65	0.2	None	None	0.325	None	None	0.35	None	None	None	0.15	None	0.375	None	None	None	None	0.55	None	0.65	0.675	None	None	None	None	0.275	None	0.65	0.675	None	None	None	None	None	0.225	None	None	0.25	None	None	None	0.325	0.425	None	None	None	None	None	None	None	0.55	0.675	0.675	0.525	0.675	None	None	None	None	0.5	0.675	0.65	None	None	0.65	0.125	None	None	None	0.65	None	None	0.425	0.675	None	None	None	None	0.65	None	None	None	None	0.35	None	None	None	0.675	0.65	0.525	None	None	0.125	None	None	None	0.275	0.725	0.65	None	None	0.35	None	0.5	None	0.65	None	None	None	None	0.275	None	0.325	None	0.275	0.325	0.175	None	None	0.675	None	0.65	None	0.65	0.3	None
89	0.37	0.37	0.291	None	None	0.33	None	None	0.23	None	0.265	None	0.239	None	0.239	0.239	None	None	None	0.261	None	0.37	0.37	None	0.37	None	None	0.222	None	0.37	0.37	None	None	None	None	None	0.252	None	None	0.248	None	None	None	0.3	0.235	None	None	None	None	None	None	None	None	0.387	0.37	0.37	0.37	None	None	None	None	0.322	0.37	0.37	None	None	0.383	0.261	0.378	None	None	0.37	0.27	None	0.243	0.37	None	None	None	None	0.37	None	None	None	None	0.265	None	None	None	0.37	0.387	0.37	None	None	0.257	None	None	None	0.226	0.304	0.37	None	None	0.33	0.374	0.248	None	0.37	0.239	None	None	None	0.313	None	0.352	None	0.348	0.239	0.243	None	None	0.387	None	0.37	None	0.37	0.3	None
90	0.636	0.364	0.21	None	None	0.126	None	None	0.224	None	0.203	None	0.203	None	0.189	0.189	None	None	None	0.294	None	0.636	0.364	None	0.364	None	None	0.224	None	0.636	0.147	None	None	None	None	None	0.196	None	None	0.287	None	None	None	0.231	0.14	None	None	0.077	None	None	None	None	None	0.196	0.147	0.266	0.364	None	None	None	None	0.573	0.364	0.364	None	None	0.154	0.084	0.21	None	None	0.636	0.301	None	0.294	0.315	None	None	None	None	0.636	None	None	None	None	0.14	None	None	None	0.364	0.322	0.636	None	None	0.203	None	None	None	0.084	0.49	0.364	None	None	0.161	0.154	0.357	None	0.636	None	None	None	None	0.189	None	0.147	None	0.217	0.084	0.168	None	None	0.217	None	0.364	None	0.636	0.231	None
91	0.845	0.155	0.05	None	None	0.159	None	None	0.1	None	0.088	None	0.089	None	0.046	0.046	None	None	None	0.155	None	0.845	0.155	None	0.155	None	None	0.051	None	None	0.075	None	None	None	None	None	0.054	None	None	0.15	None	None	None	0.04	0.057	None	None	0.009	None	None	None	None	None	0.056	0.075	0.155	0.155	None	None	None	None	0.129	0.155	0.155	None	None	0.056	0.009	0.081	None	None	0.845	0.049	None	0.077	0.155	None	None	None	None	0.845	None	None	None	None	0.042	None	None	None	0.117	0.166	0.845	0.155	None	0.06	0.273	None	None	0.025	0.474	0.155	None	None	0.198	0.08	0.098	None	0.845	None	None	None	None	0.123	0.155	0.161	None	None	0.003	0.049	None	None	0.174	None	0.155	None	0.845	0.04	None
92	None	0.897	0.012	None	None	0.008	None	None	0.161	None	None	None	0.008	None	None	None	None	None	None	0.009	None	None	0.009	None	None	None	None	None	0.009	None	0.009	None	None	None	None	0.022	None	None	0.015	None	None	None	None	0.011	0.01	None	None	0.008	None	None	None	None	None	0.009	0.009	0.009	0.009	0.009	None	None	None	None	0.009	None	None	None	None	None	None	None	0.035	None	None	0.011	0.008	0.009	None	None	None	None	0.009	None	0.009	0.014	0.068	0.008	None	None	None	0.009	None	None	0.01	None	None	0.011	None	None	None	0.301	None	None	None	0.077	None	0.008	None	None	None	None	None	None	None	0.009	0.008	0.01	None	None	0.009	None	None	0.025	None	0.035	None	0.009	None	None
93	0.073	0.979	0.019	None	None	0.064	None	None	0.024	None	None	None	0.007	None	0.041	None	None	None	None	0.05	None	0.073	0.073	None	None	None	None	0.007	None	0.073	0.073	None	None	None	None	None	0.01	None	None	0.05	None	None	None	0.087	0.062	None	None	None	None	None	None	None	None	0.073	0.073	0.05	0.073	None	None	None	None	0.05	0.073	0.979	None	None	0.088	0.007	None	None	None	0.073	None	None	0.013	0.073	None	None	None	None	0.073	None	None	None	None	0.012	None	None	None	0.013	0.075	0.073	0.059	None	0.006	0.261	None	None	0.014	0.097	0.091	None	None	0.03	None	0.039	None	0.073	None	None	None	None	0.064	None	0.065	None	0.08	0.049	0.018	None	None	0.557	None	0.979	None	0.073	0.087	None
94	0.519	0.481	0.333	None	None	0.506	None	None	0.16	None	0.222	None	0.198	None	0.16	0.16	None	None	None	0.259	None	0.519	0.481	None	0.222	None	None	0.284	None	0.519	0.469	None	None	None	None	None	0.222	None	None	0.296	None	None	None	0.272	0.173	None	None	None	None	None	None	None	None	0.198	0.469	0.259	0.481	None	None	None	None	0.259	0.481	0.481	None	None	0.407	0.235	0.346	None	None	0.519	0.173	None	0.21	0.481	None	None	None	None	0.519	None	None	None	None	0.21	None	None	None	0.481	0.333	0.519	None	None	0.272	None	None	None	0.173	0.235	0.481	None	None	0.185	0.481	0.259	None	0.519	None	None	None	None	0.198	None	0.519	None	0.395	0.247	0.21	None	None	0.519	None	0.481	None	0.519	0.272	None
95	0.644	0.644	0.111	None	None	0.089	None	None	0.111	None	None	None	0.111	None	0.067	None	None	None	None	0.333	None	0.644	0.689	None	None	None	None	0.111	None	0.644	0.333	None	None	None	None	None	0.089	None	None	0.111	None	None	None	0.111	0.089	None	None	None	None	None	None	None	None	0.333	0.333	0.311	0.689	None	None	None	None	0.111	0.689	0.644	None	None	0.311	0.111	None	None	None	0.644	None	None	0.111	0.689	None	None	None	None	0.644	None	None	None	None	0.111	None	None	None	0.689	0.689	0.333	None	None	0.111	0.133	None	None	0.067	0.333	0.333	None	None	0.067	None	0.111	None	0.644	None	None	None	None	0.089	None	0.089	None	0.089	0.089	0.111	None	None	0.689	None	0.644	None	0.644	0.111	None
96	None	None	0.42	None	None	None	None	None	0.21	None	None	None	0.22	None	None	None	None	None	None	None	None	None	None	None	None	0.16	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.137	0.117	None	None	0.133	None	None	None	None	None	0.14	None	None	None	None	None	None	None	0.917	None	None	None	None	None	0.133	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.16	None	None	0.813	None	None	0.137	None	None	None	None	None	None	None	None	None	None	0.223	None	None	None	None	None	None	None	None	0.283	None	None	0.393	None	None	None	None	0.137	None
97	0.735	0.735	0.667	None	None	0.735	None	None	0.647	None	None	None	0.549	None	0.608	None	None	None	None	0.716	None	0.735	0.735	None	None	None	None	0.598	None	0.735	0.912	None	None	None	None	None	0.647	None	None	0.676	None	None	None	0.627	0.549	None	None	None	None	None	None	None	0.716	0.637	0.912	0.735	0.735	None	None	None	None	0.618	0.735	0.735	None	None	0.598	0.578	None	None	None	0.735	None	None	0.667	0.735	None	None	None	None	0.735	None	None	None	None	0.647	None	None	None	0.735	0.745	0.735	None	None	0.598	None	None	None	0.588	0.735	0.716	None	None	0.814	None	0.725	None	0.735	None	None	None	None	None	None	0.735	None	0.676	0.618	0.608	None	None	1.0	None	0.735	None	0.735	0.667	None
98	None	None	None	None	None	0.022	None	None	None	None	None	None	0.022	None	None	None	None	None	0.022	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.022	None	None	None	None	None	None	None	None	0.023	None	None	0.023	None	None	None	None	None	None	None	None	None	None	None	None	None	0.06	None	None	None	None	None	None	0.024	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.022	None	None	None	None	None	None	None	None	None	None	None	None
99	0.9	0.1	0.054	None	None	0.499	None	None	0.043	None	0.023	None	0.026	None	0.046	0.046	None	None	None	0.1	None	0.9	0.1	None	0.1	None	None	0.019	None	0.9	0.1	None	None	None	None	None	0.032	None	None	0.1	None	None	None	0.076	0.1	None	None	0.033	None	None	None	None	None	0.1	0.1	0.1	0.1	None	None	None	None	0.064	0.1	0.1	None	None	0.095	0.033	0.106	None	None	0.9	0.041	None	0.027	0.1	None	None	None	None	0.9	None	None	None	None	0.038	None	None	None	0.1	0.198	0.9	None	None	0.03	None	None	None	0.021	0.164	0.1	None	None	0.513	0.1	0.06	None	0.9	None	None	None	None	0.1	None	0.499	None	0.115	0.038	0.055	None	None	0.613	None	0.1	None	0.9	0.076	None
100	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
101	None	None	0.5	None	None	None	None	None	0.5	None	None	None	0.5	None	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	None	None	None	None	None	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	1.0	None	None	None	None	None	None	None	0.5	None
102	0.475	0.525	0.011	None	None	0.461	None	None	0.105	None	0.025	None	0.06	None	0.028	0.028	None	None	None	0.334	None	0.475	0.475	None	0.278	None	None	0.015	None	0.475	0.375	None	None	None	None	None	0.009	None	None	0.281	None	None	None	0.047	0.044	None	None	0.033	None	None	None	None	None	0.149	0.375	0.334	0.475	None	None	None	None	0.041	0.475	0.525	None	None	0.032	0.033	0.045	None	None	0.475	0.027	None	0.057	0.129	None	None	None	None	0.475	None	None	None	None	0.021	None	None	None	0.223	0.18	0.475	None	None	0.009	0.05	None	None	0.002	0.505	0.525	None	None	0.186	0.052	0.327	None	0.475	None	None	None	None	0.296	None	0.461	None	0.158	0.007	0.058	None	None	0.177	None	0.525	None	0.475	0.148	None
103	0.533	0.533	0.0	None	None	0.0	None	None	0.0	None	0.0	None	0.0	None	0.0	0.0	None	None	None	0.0	None	0.533	0.533	None	0.0	None	None	0.0	None	0.533	0.267	None	None	None	None	0.533	0.0	None	None	0.0	None	None	None	0.0	0.0	None	None	None	None	None	None	None	0.0	0.0	0.267	0.0	0.533	None	None	None	0.533	0.067	0.533	0.533	None	None	0.4	0.0	0.4	None	None	0.533	0.0	0.733	0.0	0.0	None	None	None	None	0.533	None	None	0.733	0.733	0.0	None	None	None	0.533	0.0	0.533	0.533	None	0.0	0.0	None	None	0.0	0.0	0.533	0.533	None	0.067	0.267	0.0	None	0.533	None	None	None	None	0.0	None	0.0	None	0.067	0.0	0.0	None	None	0.0	None	0.533	None	0.533	0.0	None
104	0.828	0.879	0.586	None	None	0.466	None	None	0.345	None	None	None	0.259	None	0.448	None	None	None	None	0.707	None	0.828	0.672	None	None	None	None	0.414	None	0.828	0.586	None	None	None	None	None	0.397	None	None	0.414	None	None	None	0.5	0.379	None	None	None	None	None	None	None	0.707	0.5	0.586	0.534	0.672	None	None	None	None	0.379	0.672	0.879	None	None	0.638	0.241	None	None	None	0.828	None	None	0.31	0.638	None	None	None	None	0.828	None	None	None	None	0.276	None	None	None	0.672	0.552	0.534	None	None	0.345	None	None	None	0.259	0.603	0.879	None	None	0.328	None	0.448	None	0.828	None	None	None	None	0.431	None	0.466	None	0.638	0.431	0.293	None	None	0.586	None	0.879	None	0.828	0.5	None
105	1.0	1.0	0.0	None	None	0.333	None	None	0.333	None	0.333	None	0.333	None	0.333	0.333	None	None	None	0.333	None	1.0	1.0	None	0.333	None	None	1.0	None	1.0	1.0	None	None	None	None	None	1.0	None	None	0.333	None	None	None	0.333	0.333	None	None	None	None	None	None	None	0.333	1.0	1.0	1.0	1.0	None	None	None	None	0.333	1.0	1.0	None	None	1.0	0.333	1.0	None	None	1.0	0.333	None	0.333	0.333	None	None	None	None	1.0	None	None	None	None	0.333	None	None	None	1.0	0.333	1.0	1.0	None	1.0	0.333	None	None	0.333	1.0	1.0	None	None	0.333	0.333	1.0	None	1.0	None	None	None	None	0.333	None	0.333	None	0.333	0.333	0.333	None	None	0.333	None	1.0	None	1.0	0.333	None
106	0.734	0.723	0.362	None	None	0.489	None	None	0.564	None	None	None	0.362	None	0.319	None	None	None	None	0.606	None	0.734	0.734	None	None	None	None	0.457	None	0.734	0.543	None	None	None	None	None	0.457	None	None	0.447	None	None	None	0.362	0.404	None	None	None	None	None	None	None	0.606	0.298	0.543	0.606	0.734	None	None	None	None	0.319	0.734	0.723	None	None	0.532	0.319	None	None	None	0.734	None	None	0.468	0.734	None	None	None	None	0.734	None	None	None	None	0.479	None	None	None	0.734	0.734	0.734	None	None	0.447	None	None	None	0.287	0.649	0.723	None	None	0.489	None	0.489	None	0.734	None	None	None	None	0.319	None	0.521	None	0.351	0.34	0.436	None	None	0.734	None	0.723	None	0.734	0.362	None
107	0.314	0.314	0.071	None	None	0.105	None	None	0.048	None	0.052	None	0.057	None	0.038	0.038	None	None	None	0.09	None	0.314	0.314	None	0.314	None	None	0.043	None	0.314	0.686	None	None	None	None	None	0.057	None	None	0.105	None	None	None	0.048	0.043	None	None	None	None	None	None	None	None	0.133	0.686	0.11	0.314	None	None	None	None	0.048	0.314	0.314	None	None	0.176	0.057	0.167	None	None	0.314	0.043	None	0.052	0.314	None	None	None	None	0.314	None	None	None	None	0.071	None	None	None	0.314	0.314	0.314	None	None	0.057	0.043	None	None	0.052	0.057	0.314	None	None	0.09	0.048	0.09	None	0.314	None	None	None	None	0.048	None	0.11	None	0.038	0.043	0.071	None	None	0.671	None	0.314	None	0.314	0.048	None
108	0.541	0.946	0.676	None	None	0.568	None	None	0.541	None	None	None	0.757	None	0.703	None	None	None	None	0.568	None	0.541	0.541	None	None	None	None	0.622	None	0.541	0.568	None	None	None	None	None	0.649	None	None	0.622	None	None	None	0.649	0.541	None	None	None	None	None	None	None	0.568	0.568	0.568	0.541	0.541	None	None	None	None	0.649	0.541	0.946	None	None	0.919	0.649	None	None	None	0.541	None	None	0.541	0.486	None	None	None	None	0.541	None	None	None	None	0.541	None	None	None	0.541	0.541	0.541	None	None	0.568	None	None	None	0.622	0.568	0.946	None	None	0.838	None	0.703	None	0.541	None	None	None	None	0.676	None	0.568	None	0.73	0.622	0.73	None	None	0.838	None	0.946	None	0.541	0.649	None
109	0.026	0.998	0.016	None	None	0.024	0.89	None	0.026	None	None	0.021	0.015	None	0.017	None	None	None	None	0.035	None	0.026	0.026	None	None	None	None	0.019	None	0.026	0.026	None	None	None	None	None	0.01	None	0.028	0.022	None	None	0.641	0.021	0.021	None	None	0.019	None	None	None	None	None	0.026	0.026	0.035	0.026	0.026	None	None	None	0.015	0.026	0.998	None	0.02	0.099	0.019	None	None	None	0.026	None	None	0.016	0.026	None	None	None	None	0.026	None	None	None	None	0.02	None	None	None	0.036	0.028	0.026	0.028	None	0.013	0.026	None	None	0.011	0.226	0.996	None	0.899	0.104	None	0.033	None	0.026	0.02	None	0.419	None	0.026	None	0.023	None	0.033	0.02	0.02	None	None	0.585	None	0.998	None	0.026	0.021	None
110	0.429	1.0	0.143	None	None	0.571	None	None	0.571	None	None	None	0.143	None	0.143	None	None	None	None	0.571	None	0.429	0.429	None	None	None	None	0.286	None	0.429	0.429	None	None	None	None	None	0.571	None	None	0.143	None	None	None	0.0	0.571	None	None	0.143	None	None	None	None	None	0.429	0.429	0.571	0.429	None	None	None	None	0.143	0.429	1.0	None	None	0.286	0.143	None	None	None	0.429	None	None	0.429	0.429	None	None	None	None	0.429	None	None	None	None	0.571	None	None	None	0.429	0.429	0.429	None	None	0.429	0.143	None	None	0.571	0.571	1.0	None	None	0.143	None	0.571	None	0.429	None	None	None	None	0.429	None	0.429	None	0.286	0.143	0.143	None	None	0.429	None	1.0	None	0.429	0.0	None
111	0.585	0.585	0.075	None	None	0.0	None	None	0.038	None	None	None	0.057	None	0.057	None	None	None	None	0.472	None	0.585	0.66	None	None	None	None	0.132	None	0.585	0.34	None	None	None	None	0.547	0.094	None	None	0.075	None	None	None	0.057	0.019	None	None	None	None	None	None	None	None	0.038	0.34	0.472	0.66	None	None	None	None	0.019	0.66	0.585	None	None	0.34	0.057	None	None	None	0.585	None	0.547	0.075	0.66	None	None	None	None	0.585	None	None	0.547	0.547	0.113	None	None	None	0.66	0.66	0.585	None	None	0.019	0.132	None	None	0.038	0.34	0.585	None	None	0.038	None	0.208	None	0.585	None	None	None	None	0.057	None	0.038	None	0.245	0.038	0.019	None	None	0.755	None	0.585	None	0.585	0.057	None
